Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote,
PIH,1347 Property Insurance Holdings Inc,6.75,$40.68M,2014,Finance,Property-Casualty Insurers,http//www.nasdaq.com/symbol/pih,
FLWS,1-800 FLOWERS.COM Inc,9.38,$613.75M,1999,Consumer Services,Other Specialty Stores,http//www.nasdaq.com/symbol/flws,
FCCY,1st Constitution Bancorp (NJ),13.0395,$103.7M,na,Finance,Savings Institutions,http//www.nasdaq.com/symbol/fccy,
SRCE,1st Source Corporation,34.36,$888.79M,na,Finance,Major Banks,http//www.nasdaq.com/symbol/srce,
VNET,21Vianet Group Inc,10.51,$918.22M,2011,Technology,Computer Software Programming Data Processing,http//www.nasdaq.com/symbol/vnet,
TWOU,2U Inc,34.9,$1.64B,2014,Technology,Computer Software Prepackaged Software,http//www.nasdaq.com/symbol/twou,
JOBS,51job Inc,33.41,$1.99B,2004,Technology,Diversified Commercial Services,http//www.nasdaq.com/symbol/jobs,
CAFD,8point3 Energy Partners LP,16.15,$1.15B,2015,Public Utilities,Electric Utilities Central,http//www.nasdaq.com/symbol/cafd,
EGHT,8x8 Inc,13.2,$1.18B,na,Public Utilities,Telecommunications Equipment,http//www.nasdaq.com/symbol/eght,
AVHI,A V Homes Inc,13.69,$310.28M,na,Capital Goods,Homebuilding,http//www.nasdaq.com/symbol/avhi,
AAON,AAON Inc,27.04,$1.43B,na,Capital Goods,Industrial Machinery/Components,http//www.nasdaq.com/symbol/aaon,
ABAX,ABAXIS Inc,49.48,$1.11B,1992,Capital Goods,Industrial Machinery/Components,http//www.nasdaq.com/symbol/abax,
ABEO,Abeona Therapeutics Inc.,3.93,$128.89M,na,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/abeo,
ABIL,Ability Inc.,4.25,$107.42M,2014,Finance,Business Services,http//www.nasdaq.com/symbol/abil,
ABMD,ABIOMED Inc,122.46,$5.27B,na,Health Care,Medical_Dental Instruments,http//www.nasdaq.com/symbol/abmd,
AXAS,Abraxas Petroleum Corporation,1.4,$189.05M,na,Energy,Oil & Gas Production,http//www.nasdaq.com/symbol/axas,
ACIA,Acacia Communications Inc,102.17,$3.66B,2016,Technology,Semiconductors,http//www.nasdaq.com/symbol/acia,
ACTG,Acacia Research Corporation,6.32,$318.42M,na,Miscellaneous,Multi-Sector Companies,http//www.nasdaq.com/symbol/actg,
ACHC,Acadia Healthcare Company Inc,52.72,$4.61B,na,Health Care,Medical Specialities,http//www.nasdaq.com/symbol/achc,
ACAD,ACADIA Pharmaceuticals Inc.,32.37,$3.69B,1985,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/acad,
ACST,Acasti Pharma Inc,1.42,$15.21M,na,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/acst,
AXDX,Accelerate Diagnostics Inc,22.28,$1.14B,na,Capital Goods,Biotechnology Laboratory Analytical Instruments,http//www.nasdaq.com/symbol/axdx,
XLRN,Acceleron Pharma Inc.,29.71,$1.12B,2013,Health Care,Biotechnology Biological Products (No Diagnostic Substances),http//www.nasdaq.com/symbol/xlrn,
ANCX,Access National Corporation,21.81,$230.92M,na,Finance,Savings Institutions,http//www.nasdaq.com/symbol/ancx,
ARAY,Accuray Incorporated,5.48,$443.47M,2007,Health Care,Medical_Dental Instruments,http//www.nasdaq.com/symbol/aray,
OILD,AccuShares S&P GSCI Crude Oil Excess Return Down Shares,23.65,$2.37M,na,na,na,http//www.nasdaq.com/symbol/oild,
OILU,AccuShares S&P GSCI Crude Oil Excess Return Up Shares,23.7,$2.37M,na,na,na,http//www.nasdaq.com/symbol/oilu,
VXDN,AccuShares Spot CBOE VIX Down Shares,9.1045,$563331.83,na,na,na,http//www.nasdaq.com/symbol/vxdn,
VXUP,AccuShares Spot CBOE VIX Up Shares,9.32,$576665.68,na,na,na,http//www.nasdaq.com/symbol/vxup,
ACRX,AcelRx Pharmaceuticals Inc,3.57,$161.76M,2011,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/acrx,
ACET,Aceto Corporation,24.21,$716.25M,na,Health Care,Other Pharmaceuticals,http//www.nasdaq.com/symbol/acet,
AKAO,Achaogen Inc,3.86,$102.98M,2014,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/akao,
ACHN,Achillion Pharmaceuticals Inc,8.82,$1.21B,2006,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/achn,
ACIW,ACI Worldwide Inc,18.16,$2.13B,na,Technology,Computer Software Prepackaged Software,http//www.nasdaq.com/symbol/aciw,
ACRS,Aclaris Therapeutics Inc,20,$428.31M,2015,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/acrs,
ACNB,ACNB Corporation,26.94,$163.17M,na,Finance,Major Banks,http//www.nasdaq.com/symbol/acnb,
ACOR,Acorda Therapeutics Inc,24.05,$1.11B,2006,Health Care,Biotechnology Biological Products (No Diagnostic Substances),http//www.nasdaq.com/symbol/acor,
ACTS,Actions Semiconductor Co.Ltd,2.09,$179.74M,2005,Technology,Semiconductors,http//www.nasdaq.com/symbol/acts,
ACPW,Active Power Inc,0.363,$8.39M,2000,Public Utilities,Electric Utilities Central,http//www.nasdaq.com/symbol/acpw,
ATVI,Activision Blizzard Inc,39.31,$29.15B,na,Technology,Computer Software Prepackaged Software,http//www.nasdaq.com/symbol/atvi,
ACTA,Actua Corporation,9.63,$380.46M,na,Technology,EDP Services,http//www.nasdaq.com/symbol/acta,
ACUR,Acura Pharmaceuticals Inc,1.72,$20.35M,na,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/acur,
ACXM,Acxiom Corporation,25.15,$1.95B,na,Technology,EDP Services,http//www.nasdaq.com/symbol/acxm,
ADMS,Adamas Pharmaceuticals Inc,14.01,$307.23M,2014,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/adms,
ADMP,Adamis Pharmaceuticals Corporation,2.57,$38.82M,na,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/admp,
ADAP,Adaptimmune Therapeutics plc,7.46,$528.06M,2015,Health Care,Biotechnology Biological Products (No Diagnostic Substances),http//www.nasdaq.com/symbol/adap,
ADUS,Addus HomeCare Corporation,21.52,$246.69M,2009,Health Care,Medical_Nursing Services,http//www.nasdaq.com/symbol/adus,
AEY,ADDvantage Technologies Group Inc,1.7948,$18.19M,na,Consumer Services,Office Equipment/Supplies/Services,http//www.nasdaq.com/symbol/aey,
IOTS,Adesto Technologies Corporation,2.48,$37.15M,2015,Technology,Semiconductors,http//www.nasdaq.com/symbol/iots,
ADMA,ADMA Biologics Inc,5.88,$75.77M,na,Health Care,Biotechnology Biological Products (No Diagnostic Substances),http//www.nasdaq.com/symbol/adma,
ADBE,Adobe Systems Incorporated,100.6,$50.13B,1986,Technology,Computer Software Prepackaged Software,http//www.nasdaq.com/symbol/adbe,
ADTN,ADTRAN Inc,18.23,$882.31M,1994,Public Utilities,Telecommunications Equipment,http//www.nasdaq.com/symbol/adtn,
ADRO,Aduro Biotech Inc,15.46,$1B,2015,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/adro,
AAAP,Advanced Accelerator Applications S.A.,32.04,$1.26B,2015,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/aaap,
ADES,Advanced Emissions Solutions Inc,6.61,$145.67M,na,Basic Industries,Major Chemicals,http//www.nasdaq.com/symbol/ades,
AEIS,Advanced Energy Industries Inc,41.56,$1.65B,1995,Capital Goods,Industrial Machinery/Components,http//www.nasdaq.com/symbol/aeis,
AITP,Advanced Inhalation Therapies (AIT) Ltd.,na,na,na,na,na,http//www.nasdaq.com/symbol/aitp,
AMD,Advanced Micro Devices Inc,6.78,$5.39B,na,Technology,Semiconductors,http//www.nasdaq.com/symbol/amd,
ADXS,Advaxis Inc,14.06,$482.91M,na,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/adxs,
ADXSW,Advaxis Inc,9.43,na,na,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/adxsw,
ADVM,Adverum Biotechnologies Inc,4.5,$186.07M,2014,Health Care,Biotechnology Biological Products (No Diagnostic Substances),http//www.nasdaq.com/symbol/advm,
MAUI,AdvisorShares Market Adaptive Unconstrained Income ETF,24.0851,$1.2M,na,na,na,http//www.nasdaq.com/symbol/maui,
YPRO,AdvisorShares YieldPro ETF,23.62,$18.31M,na,na,na,http//www.nasdaq.com/symbol/ypro,
AEGR,Aegerion Pharmaceuticals Inc,1.56,$46.04M,2010,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/aegr,
AEGN,Aegion Corp,18.56,$642.19M,na,Basic Industries,Water Supply,http//www.nasdaq.com/symbol/aegn,
AGLE,Aeglea BioTherapeutics Inc,5.2,$69.74M,2016,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/agle,
AEHR,Aehr Test Systems,1.78,$23.43M,1997,Capital Goods,Electrical Products,http//www.nasdaq.com/symbol/aehr,
AMTX,Aemetis Inc,1.7,$33.76M,na,Basic Industries,Major Chemicals,http//www.nasdaq.com/symbol/amtx,
AEPI,AEP Industries Inc.,76.28,$390.08M,1986,Capital Goods,Specialty Chemicals,http//www.nasdaq.com/symbol/aepi,
AERI,Aerie Pharmaceuticals Inc,18.9,$527.18M,2013,Health Care,Biotechnology Biological Products (No Diagnostic Substances),http//www.nasdaq.com/symbol/aeri,
AVAV,AeroVironment Inc,28.68,$669.83M,2007,Capital Goods,Aerospace,http//www.nasdaq.com/symbol/avav,
AEZS,AEterna Zentaris Inc.,3.65,$36.28M,na,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/aezs,
AEMD,Aethlon Medical Inc,6.48,$49.45M,na,Capital Goods,Biotechnology Laboratory Analytical Instruments,http//www.nasdaq.com/symbol/aemd,
AFMD,Affimed N.V.,2.78,$92.46M,2014,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/afmd,
UAVS,AgEagle Aerial Systems Inc.,na,na,na,na,na,http//www.nasdaq.com/symbol/uavs,
AGEN,Agenus Inc.,5.95,$517.65M,2000,Health Care,Biotechnology Biological Products (No Diagnostic Substances),http//www.nasdaq.com/symbol/agen,
AGRX,Agile Therapeutics Inc,7.05,$202.71M,2014,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/agrx,
AGYS,Agilysys Inc,10.77,$247.05M,na,Technology,EDP Services,http//www.nasdaq.com/symbol/agys,
AGIO,Agios Pharmaceuticals Inc,40.82,$1.55B,2013,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/agio,
AGFS,AgroFresh Solutions Inc,5.8,$289.83M,2014,Finance,Business Services,http//www.nasdaq.com/symbol/agfs,
AGFSW,AgroFresh Solutions Inc,0.86,na,2014,Finance,Business Services,http//www.nasdaq.com/symbol/agfsw,
AIMT,Aimmune Therapeutics Inc,13,$549.31M,2015,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/aimt,
AIRM,Air Methods Corporation,33.07,$1.26B,na,Transportation,Transportation Services,http//www.nasdaq.com/symbol/airm,
AIRT,Air T Inc,19.67,$46.67M,na,Transportation,Air Freight/Delivery Services,http//www.nasdaq.com/symbol/airt,
ATSG,Air Transport Services Group Inc,14.46,$862.66M,na,Transportation,Air Freight/Delivery Services,http//www.nasdaq.com/symbol/atsg,
AIRG,Airgain Inc,8.11,$58.7M,2016,Technology,Radio And Television Broadcasting And Communications Equipment,http//www.nasdaq.com/symbol/airg,
AMCN,AirMedia Group Inc,3.24,$201.52M,2007,Technology,Advertising,http//www.nasdaq.com/symbol/amcn,
AIXG,Aixtron SE,6.22,$694.04M,na,Technology,Industrial Machinery/Components,http//www.nasdaq.com/symbol/aixg,
AKAM,Akamai Technologies Inc,52,$9.09B,1999,Miscellaneous,Business Services,http//www.nasdaq.com/symbol/akam,
AKTX,Akari Therapeutics Plc,9.8156,$115.6M,na,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/aktx,
AKBA,Akebia Therapeutics Inc,8,$304.09M,2014,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/akba,
AKER,Akers Biosciences Inc,3.09,$16.85M,2014,Health Care,Biotechnology In Vitro & In Vivo Diagnostic Substances,http//www.nasdaq.com/symbol/aker,
AKRX,Akorn Inc,29.81,$3.76B,na,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/akrx,
ALRM,Alarm.com Holdings Inc,29.96,$1.37B,2015,Technology,Computer Software Prepackaged Software,http//www.nasdaq.com/symbol/alrm,
ALSK,Alaska Communications Systems Group Inc,1.71,$87.79M,1999,Public Utilities,Telecommunications Equipment,http//www.nasdaq.com/symbol/alsk,
AMRI,Albany Molecular Research Inc,15.01,$643.48M,1999,Health Care,Biotechnology Commercial Physical & Biological Resarch,http//www.nasdaq.com/symbol/amri,
ABDC,Alcentra Capital Corp.,12.36,$166.74M,na,na,na,http//www.nasdaq.com/symbol/abdc,
ADHD,Alcobra Ltd.,5.04,$138.91M,2013,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/adhd,
ALDR,Alder BioPharmaceuticals Inc,30.14,$1.51B,2014,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/aldr,
ALDX,Aldeyra Therapeutics Inc,5.74,$71.59M,2014,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/aldx,
ALXN,Alexion Pharmaceuticals Inc,133.76,$30B,1996,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/alxn,
ALCO,Alico Inc,28.49,$236.91M,na,Consumer Non-Durables,Farming/Seeds/Milling,http//www.nasdaq.com/symbol/alco,
ALGN,Align Technology Inc,94.71,$7.58B,2001,Health Care,Industrial Specialties,http//www.nasdaq.com/symbol/algn,
ALIM,Alimera Sciences Inc,1.7,$77.79M,2010,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/alim,
ALJJ,ALJ Regional Holdings Inc,4.77,$166.73M,na,Miscellaneous,Business Services,http//www.nasdaq.com/symbol/aljj,
ALKS,Alkermes plc,46.765,$7.09B,1991,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/alks,
ABTX,Allegiance Bancshares Inc,26.16,$336.83M,2015,Finance,Major Banks,http//www.nasdaq.com/symbol/abtx,
ALGT,Allegiant Travel Company,129.62,$2.14B,2006,Transportation,Air Freight/Delivery Services,http//www.nasdaq.com/symbol/algt,
AIQ,Alliance HealthCare Services Inc,6.19,$66.47M,2001,Health Care,Medical Specialities,http//www.nasdaq.com/symbol/aiq,
AHGP,Alliance Holdings GP LP,24.08,$1.44B,2006,Energy,Coal Mining,http//www.nasdaq.com/symbol/ahgp,
ARLP,Alliance Resource Partners LP,19.77,$1.47B,1999,Energy,Coal Mining,http//www.nasdaq.com/symbol/arlp,
AHPI,Allied Healthcare Products Inc,0.57,$4.58M,1992,Health Care,Industrial Specialties,http//www.nasdaq.com/symbol/ahpi,
AMOT,Allied Motion Technologies Inc,21.63,$203.25M,na,Capital Goods,Electrical Products,http//www.nasdaq.com/symbol/amot,
ALQA,Alliqua BioMedical Inc,1.11,$32.94M,na,Health Care,Medical_Dental Instruments,http//www.nasdaq.com/symbol/alqa,
ALLT,Allot Communications Ltd.,5.13,$172.15M,2006,Technology,Computer Communications Equipment,http//www.nasdaq.com/symbol/allt,
MDRX,Allscripts Healthcare Solutions Inc,12.99,$2.42B,na,Technology,EDP Services,http//www.nasdaq.com/symbol/mdrx,
AFAM,Almost Family Inc,39.15,$406.66M,na,Health Care,Medical_Nursing Services,http//www.nasdaq.com/symbol/afam,
ALNY,Alnylam Pharmaceuticals Inc,73.58,$6.31B,2004,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/alny,
AOSL,Alpha and Omega Semiconductor Limited,19.07,$427.77M,2010,Technology,Semiconductors,http//www.nasdaq.com/symbol/aosl,
GOOG,Alphabet Inc.,777.14,$534.11B,2004,Technology,Computer Software Programming Data Processing,http//www.nasdaq.com/symbol/goog,
GOOGL,Alphabet Inc.,801.19,$550.64B,na,Technology,Computer Software Programming Data Processing,http//www.nasdaq.com/symbol/googl,
SMCP,AlphaMark Actively Managed Small Cap ETF,22.2001,$24.42M,na,na,na,http//www.nasdaq.com/symbol/smcp,
ATEC,Alphatec Holdings Inc,0.29,$29.72M,2006,Health Care,Medical_Dental Instruments,http//www.nasdaq.com/symbol/atec,
ASPS,Altisource Portfolio Solutions S.A.,31.19,$572.32M,na,Consumer Services,Other Consumer Services,http//www.nasdaq.com/symbol/asps,
AIMC,Altra Industrial Motion Corp.,28.73,$744.23M,2006,Capital Goods,Industrial Machinery/Components,http//www.nasdaq.com/symbol/aimc,
AMAG,AMAG Pharmaceuticals Inc,25.68,$877.08M,na,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/amag,
AMRN,Amarin Corporation PLC,3.1,$574.39M,na,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/amrn,
AMRK,A-Mark Precious Metals Inc,17.16,$120.07M,na,Basic Industries,Other Specialty Stores,http//www.nasdaq.com/symbol/amrk,
AYA,Amaya Inc.,15.67,$2.27B,na,Technology,Computer Software Programming Data Processing,http//www.nasdaq.com/symbol/aya,
AMZN,Amazon.com Inc,764.04,$362.21B,1997,Consumer Services,Catalog/Specialty Distribution,http//www.nasdaq.com/symbol/amzn,
AMBC,Ambac Financial Group Inc,18.04,$814M,na,Finance,Property-Casualty Insurers,http//www.nasdaq.com/symbol/ambc,
AMBCW,Ambac Financial Group Inc,8.65,na,na,Finance,Property-Casualty Insurers,http//www.nasdaq.com/symbol/ambcw,
AMBA,Ambarella Inc,65.85,$2.16B,2012,Technology,Semiconductors,http//www.nasdaq.com/symbol/amba,
AMCX,AMC Networks Inc.,56.93,$4.06B,na,Consumer Services,Television Services,http//www.nasdaq.com/symbol/amcx,
DOX,Amdocs Limited,58.29,$8.62B,na,Technology,EDP Services,http//www.nasdaq.com/symbol/dox,
AMDA,Amedica Corporation,0.6881,$9.11M,2014,Health Care,Medical_Dental Instruments,http//www.nasdaq.com/symbol/amda,
AMED,Amedisys Inc,48.5,$1.63B,na,Health Care,Medical_Nursing Services,http//www.nasdaq.com/symbol/amed,
UHAL,Amerco,345.21,$6.77B,na,Consumer Services,Rental/Leasing Companies,http//www.nasdaq.com/symbol/uhal,
ATAX,America First Multifamily Investors LP,5.72,$344.65M,na,Finance,Finance Consumer Services,http//www.nasdaq.com/symbol/atax,
AMOV,America Movil S.A.B. de C.V.,12.2659,$40.48B,na,Public Utilities,Telecommunications Equipment,http//www.nasdaq.com/symbol/amov,
AAL,American Airlines Group Inc,36.75,$19.47B,na,Transportation,Air Freight/Delivery Services,http//www.nasdaq.com/symbol/aal,
AGNC,American Capital Agency Corp.,19.7,$6.52B,2008,Consumer Services,Real Estate Investment Trusts,http//www.nasdaq.com/symbol/agnc,
AGNCB,American Capital Agency Corp.,26.26,$9.1B,na,Consumer Services,Real Estate Investment Trusts,http//www.nasdaq.com/symbol/agncb,
AGNCP,American Capital Agency Corp.,26.1,na,na,Consumer Services,Real Estate Investment Trusts,http//www.nasdaq.com/symbol/agncp,
MTGE,American Capital Mortgage Investment Corp.,17.15,$785.43M,2011,Consumer Services,Real Estate Investment Trusts,http//www.nasdaq.com/symbol/mtge,
MTGEP,American Capital Mortgage Investment Corp.,25.9066,$51.81M,na,Consumer Services,Real Estate Investment Trusts,http//www.nasdaq.com/symbol/mtgep,
ACSF,American Capital Senior FloatingLtd,10.83,$108.3M,2014,na,na,http//www.nasdaq.com/symbol/acsf,
ACAS,American CapitalLtd,16.45,$3.54B,1997,na,na,http//www.nasdaq.com/symbol/acas,
AETI,American Electric Technologies Inc,3.7,$30.68M,na,Energy,Industrial Machinery/Components,http//www.nasdaq.com/symbol/aeti,
AMIC,American Independence Corp.,24.46,$198.58M,na,Finance,Accident &Health Insurance,http//www.nasdaq.com/symbol/amic,
AMNB,American National Bankshares Inc,26.72,$230.04M,na,Finance,Major Banks,http//www.nasdaq.com/symbol/amnb,
ANAT,American National Insurance Company,114,$3.07B,na,Finance,Life Insurance,http//www.nasdaq.com/symbol/anat,
APEI,American Public Education Inc,22.24,$357.45M,2007,Consumer Services,Other Consumer Services,http//www.nasdaq.com/symbol/apei,
ARII,American Railcar Industries Inc,41.07,$796.73M,2006,Capital Goods,Railroads,http//www.nasdaq.com/symbol/arii,
AMRB,American River Bankshares,10.32,$68.7M,na,Finance,Major Banks,http//www.nasdaq.com/symbol/amrb,
ASEI,American Science and Engineering Inc,36.77,$262.47M,na,Health Care,Medical Electronics,http//www.nasdaq.com/symbol/asei,
AMSWA,American Software Inc,11.15,$323.3M,na,Technology,Computer Software Prepackaged Software,http//www.nasdaq.com/symbol/amswa,
AMSC,American Superconductor Corporation,6.87,$97.48M,1991,Consumer Durables,Metal Fabrications,http//www.nasdaq.com/symbol/amsc,
AMWD,American Woodmark Corporation,74.29,$1.21B,1986,Basic Industries,Forest Products,http//www.nasdaq.com/symbol/amwd,
CRMT,America's Car-Mart Inc,34.01,$272.65M,na,Consumer Durables,Automotive Aftermarket,http//www.nasdaq.com/symbol/crmt,
ABCB,Ameris Bancorp,33.49,$1.17B,1994,Finance,Major Banks,http//www.nasdaq.com/symbol/abcb,
AMSF,AMERISAFE Inc,58.52,$1.12B,2005,Finance,Property-Casualty Insurers,http//www.nasdaq.com/symbol/amsf,
ASRV,AmeriServ Financial Inc.,3.17,$59.9M,na,Finance,Major Banks,http//www.nasdaq.com/symbol/asrv,
ASRVP,AmeriServ Financial Inc.,27.01,na,na,Finance,Major Banks,http//www.nasdaq.com/symbol/asrvp,
ATLO,Ames National Corporation,27.52,$256.24M,na,Finance,Major Banks,http//www.nasdaq.com/symbol/atlo,
AMGN,Amgen Inc.,172.16,$128.84B,1983,Health Care,Biotechnology Biological Products (No Diagnostic Substances),http//www.nasdaq.com/symbol/amgn,
FOLD,Amicus Therapeutics Inc,7,$994.98M,2007,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/fold,
AMKR,Amkor Technology Inc,8.94,$2.12B,1998,Technology,Semiconductors,http//www.nasdaq.com/symbol/amkr,
AMPH,Amphastar Pharmaceuticals Inc,18.34,$827.52M,2014,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/amph,
IBUY,Amplify Online Retail ETF,27.305,na,na,na,na,http//www.nasdaq.com/symbol/ibuy,
AMSG,Amsurg Corp.,64.25,$3.52B,na,Health Care,Medical_Nursing Services,http//www.nasdaq.com/symbol/amsg,
AMSGP,Amsurg Corp.,123.5901,$213.19M,na,Health Care,Medical_Nursing Services,http//www.nasdaq.com/symbol/amsgp,
ASYS,Amtech Systems Inc,5.66,$74.56M,na,Technology,Industrial Machinery/Components,http//www.nasdaq.com/symbol/asys,
AFSI,AmTrust Financial Services Inc,25.93,$4.43B,na,Finance,Property-Casualty Insurers,http//www.nasdaq.com/symbol/afsi,
AMRS,Amyris Inc,0.4445,$104.47M,2010,Basic Industries,Major Chemicals,http//www.nasdaq.com/symbol/amrs,
ADI,Analog Devices Inc,64.88,$19.94B,na,Technology,Semiconductors,http//www.nasdaq.com/symbol/adi,
ALOG,Analogic Corporation,86.56,$1.07B,1972,Capital Goods,Electrical Products,http//www.nasdaq.com/symbol/alog,
AVXL,Anavex Life Sciences Corp.,3.32,$118.56M,na,Health Care,Biotechnology Commercial Physical & Biological Resarch,http//www.nasdaq.com/symbol/avxl,
ANCB,Anchor Bancorp,25.73,$63.15M,2011,Finance,Banks,http//www.nasdaq.com/symbol/ancb,
ANDA,Andina Acquisition Corp. II,9.81,$52.09M,2015,Finance,Business Services,http//www.nasdaq.com/symbol/anda,
ANDAR,Andina Acquisition Corp. II,0.2999,na,2015,Finance,Business Services,http//www.nasdaq.com/symbol/andar,
ANDAU,Andina Acquisition Corp. II,10.2,$16.83M,2015,Finance,Business Services,http//www.nasdaq.com/symbol/andau,
ANDAW,Andina Acquisition Corp. II,0.1,na,2015,Finance,Business Services,http//www.nasdaq.com/symbol/andaw,
ANGI,Angie's List Inc,8.45,$496.7M,2011,Consumer Services,Advertising,http//www.nasdaq.com/symbol/angi,
ANGO,AngioDynamics Inc,15.63,$569.28M,2004,Health Care,Medical_Dental Instruments,http//www.nasdaq.com/symbol/ango,
ANIP,ANI Pharmaceuticals Inc,69.29,$797.84M,na,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/anip,
ANIK,Anika Therapeutics Inc.,49.33,$728.98M,na,Health Care,Medical_Dental Instruments,http//www.nasdaq.com/symbol/anik,
ANSS,ANSYS Inc,96.72,$8.44B,1996,Technology,Computer Software Prepackaged Software,http//www.nasdaq.com/symbol/anss,
ATRS,Antares Pharma Inc,1.09,$169.01M,na,Health Care,Medical_Dental Instruments,http//www.nasdaq.com/symbol/atrs,
ANTH,Anthera Pharmaceuticals Inc,3.42,$141.68M,2010,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/anth,
ABAC,Aoxin Tianli Group Inc,0.786,$25.11M,na,Consumer Non-Durables,Farming/Seeds/Milling,http//www.nasdaq.com/symbol/abac,
ZLIG,Aperion Biologics Inc,na,na,na,na,na,http//www.nasdaq.com/symbol/zlig,
APIC,Apigee Corporation,14.14,$423.45M,2015,Technology,Computer Software Prepackaged Software,http//www.nasdaq.com/symbol/apic,
APOG,Apogee Enterprises Inc,46.46,$1.34B,na,Capital Goods,Auto PartsO.E.M.,http//www.nasdaq.com/symbol/apog,
APOL,Apollo Education Group Inc,8.99,$977.93M,1994,Consumer Services,Other Consumer Services,http//www.nasdaq.com/symbol/apol,
AINV,Apollo Investment Corporation,6.04,$1.36B,2004,na,na,http//www.nasdaq.com/symbol/ainv,
AMEH,Apollo Medical Holdings Inc,4.78,na,na,na,na,http//www.nasdaq.com/symbol/ameh,
APPF,AppFolio Inc,18.23,$613.37M,2015,Technology,Computer Software Prepackaged Software,http//www.nasdaq.com/symbol/appf,
AAPL,Apple Inc.,109.38,$589.39B,1980,Technology,Computer Manufacturing,http//www.nasdaq.com/symbol/aapl,
ARCI,Appliance Recycling Centers of America Inc,1.46,$8.62M,na,Consumer Services,Home Furnishings,http//www.nasdaq.com/symbol/arci,
APDN,Applied DNA Sciences Inc,2.94,$70.79M,na,Consumer Services,Other Consumer Services,http//www.nasdaq.com/symbol/apdn,
APDNW,Applied DNA Sciences Inc,0.905,na,na,Consumer Services,Other Consumer Services,http//www.nasdaq.com/symbol/apdnw,
AGTC,Applied Genetic Technologies Corporation,15.23,$274.72M,2014,Health Care,Biotechnology Biological Products (No Diagnostic Substances),http//www.nasdaq.com/symbol/agtc,
AMAT,Applied Materials Inc,27.22,$29.65B,1972,Technology,Semiconductors,http//www.nasdaq.com/symbol/amat,
AMCC,Applied Micro Circuits Corporation,7.07,$603.54M,1997,Technology,Semiconductors,http//www.nasdaq.com/symbol/amcc,
AAOI,Applied Optoelectronics Inc,14,$239.96M,2013,Technology,Semiconductors,http//www.nasdaq.com/symbol/aaoi,
AREX,Approach Resources Inc.,2.61,$108.61M,2007,Energy,Oil & Gas Production,http//www.nasdaq.com/symbol/arex,
APRI,Apricus Biosciences Inc,0.3002,$19.92M,na,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/apri,
APVO,Aptevo Therapeutics Inc.,3.02,$61.05M,na,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/apvo,
APTO,Aptose Biosciences Inc,2.26,$28.68M,na,Health Care,Biotechnology Biological Products (No Diagnostic Substances),http//www.nasdaq.com/symbol/apto,
AQMS,Aqua Metals Inc,9.22,$143.59M,2015,Basic Industries,Metal Fabrications,http//www.nasdaq.com/symbol/aqms,
