Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote,
AQXP,Aquinox Pharmaceuticals Inc,9.32,$160.42M,2014,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/aqxp,
AUMA,AR Capital Acquisition Corp.,9.97,$299.1M,2014,Finance,Business Services,http//www.nasdaq.com/symbol/auma,
AUMAU,AR Capital Acquisition Corp.,9.98,na,2014,Finance,Business Services,http//www.nasdaq.com/symbol/aumau,
AUMAW,AR Capital Acquisition Corp.,0.0532,na,2014,Finance,Business Services,http//www.nasdaq.com/symbol/aumaw,
ARDM,Aradigm Corporation,4.65,$69.49M,1996,Health Care,Biotechnology Electromedical & Electrotherapeutic Apparatus,http//www.nasdaq.com/symbol/ardm,
ARLZ,Aralez Pharmaceuticals Inc.,5.11,$326.84M,na,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/arlz,
PETX,Aratana Therapeutics Inc,8.98,$318.03M,2013,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/petx,
ABUS,Arbutus Biopharma Corporation,3.75,$205.49M,na,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/abus,
ARCW,ARC Group Worldwide Inc,2.42,$45.49M,na,Capital Goods,Metal Fabrications,http//www.nasdaq.com/symbol/arcw,
ABIO,ARCA biopharma Inc,3.01,$27.29M,na,Health Care,Biotechnology In Vitro & In Vivo Diagnostic Substances,http//www.nasdaq.com/symbol/abio,
RKDA,Arcadia Biosciences Inc,1.99,$88.4M,2015,Basic Industries,Agricultural Chemicals,http//www.nasdaq.com/symbol/rkda,
ARCB,ArcBest Corporation,17.39,$447.79M,na,Transportation,Trucking Freight/Courier Services,http//www.nasdaq.com/symbol/arcb,
ACGL,Arch Capital Group Ltd.,80.28,$9.84B,na,Finance,Property-Casualty Insurers,http//www.nasdaq.com/symbol/acgl,
APLP,Archrock Partners LP,14.52,$871.72M,na,Public Utilities,Natural Gas Distribution,http//www.nasdaq.com/symbol/aplp,
ACAT,Arctic Cat Inc.,15.49,$202.11M,1990,Capital Goods,Industrial Specialties,http//www.nasdaq.com/symbol/acat,
ARDX,Ardelyx Inc,10.35,$489.04M,2014,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/ardx,
ARNA,Arena Pharmaceuticals Inc,1.65,$401.37M,2000,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/arna,
ARCC,Ares Capital Corporation,15.45,$4.85B,2004,na,na,http//www.nasdaq.com/symbol/arcc,
AGII,Argo Group International HoldingsLtd,54.95,$1.65B,na,Finance,Specialty Insurers,http//www.nasdaq.com/symbol/agii,
AGIIL,Argo Group International HoldingsLtd,26.25,na,na,Finance,Specialty Insurers,http//www.nasdaq.com/symbol/agiil,
ARGS,Argos Therapeutics Inc,4.21,$109.01M,2014,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/args,
ARIS,ARI Network Services Inc,4.4,$75.97M,1991,Technology,Computer Software Programming Data Processing,http//www.nasdaq.com/symbol/aris,
ARIA,ARIAD Pharmaceuticals Inc,10.55,$2.03B,1994,Health Care,Biotechnology Biological Products (No Diagnostic Substances),http//www.nasdaq.com/symbol/aria,
ARKR,Ark Restaurants Corp.,22.7,$77.59M,na,Consumer Services,Restaurants,http//www.nasdaq.com/symbol/arkr,
ARMH,ARM Holdings plc,65.89,$31.02B,na,Technology,Semiconductors,http//www.nasdaq.com/symbol/armh,
ARTX,Arotech Corporation,2.59,$68.48M,1994,Miscellaneous,Industrial Machinery/Components,http//www.nasdaq.com/symbol/artx,
ARWA,Arowana Inc.,10.12,$109.89M,2015,Finance,Business Services,http//www.nasdaq.com/symbol/arwa,
ARWAR,Arowana Inc.,0.25,na,2015,Finance,Business Services,http//www.nasdaq.com/symbol/arwar,
ARWAU,Arowana Inc.,10.45,na,2015,Finance,Business Services,http//www.nasdaq.com/symbol/arwau,
ARWAW,Arowana Inc.,0.12,na,2015,Finance,Business Services,http//www.nasdaq.com/symbol/arwaw,
ARQL,ArQule Inc,1.45,$103.11M,1996,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/arql,
ARRY,Array BioPharma Inc.,3.51,$503.49M,2000,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/arry,
ARRS,ARRIS International plc,27.78,$5.3B,na,Technology,Radio And Television Broadcasting And Communications Equipment,http//www.nasdaq.com/symbol/arrs,
DWAT,Arrow DWA Tactical ETF,10.48,$8.38M,na,na,na,http//www.nasdaq.com/symbol/dwat,
AROW,Arrow Financial Corporation,31.64,$412.23M,na,Finance,Major Banks,http//www.nasdaq.com/symbol/arow,
ARWR,Arrowhead Pharmaceuticals Inc,6.17,$374.83M,na,Health Care,Biotechnology Commercial Physical & Biological Resarch,http//www.nasdaq.com/symbol/arwr,
ARTNA,Artesian Resources Corporation,29.4,$267.75M,na,Public Utilities,Water Supply,http//www.nasdaq.com/symbol/artna,
ARTW,Art's-Way Manufacturing Co. Inc,2.97,$12.19M,na,Capital Goods,Industrial Machinery/Components,http//www.nasdaq.com/symbol/artw,
PUMP,Asante Solutions Inc,na,na,na,na,na,http//www.nasdaq.com/symbol/pump,
ASBB,ASB Bancorp Inc,25.1999,$95.44M,2011,Finance,Savings Institutions,http//www.nasdaq.com/symbol/asbb,
ASNA,Ascena Retail Group Inc,8.51,$1.65B,na,Consumer Services,Clothing/Shoe/Accessory Stores,http//www.nasdaq.com/symbol/asna,
ASND,Ascendis Pharma A/S,17.07,$428.94M,2015,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/asnd,
ASCMA,Ascent Capital Group Inc,22.11,$272.53M,na,Consumer Services,Other Consumer Services,http//www.nasdaq.com/symbol/ascma,
APWC,Asia Pacific Wire & Cable Corporation Limited,2.4601,$34M,na,Basic Industries,Telecommunications Equipment,http//www.nasdaq.com/symbol/apwc,
ASML,ASML Holding N.V.,107.95,$45.76B,1995,Technology,Industrial Machinery/Components,http//www.nasdaq.com/symbol/asml,
AZPN,Aspen Technology Inc,45.3,$3.61B,1994,Technology,EDP Services,http//www.nasdaq.com/symbol/azpn,
ASMB,Assembly Biosciences Inc,5.9,$101.63M,na,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/asmb,
ASFI,Asta Funding Inc,11.0937,$131.42M,1995,Finance,Finance Companies,http//www.nasdaq.com/symbol/asfi,
ASTE,Astec Industries Inc,58.36,$1.34B,1986,Capital Goods,Construction/Ag Equipment/Trucks,http//www.nasdaq.com/symbol/aste,
ATRO,Astronics Corporation,43.03,$1.09B,na,Capital Goods,Military/Government/Technical,http//www.nasdaq.com/symbol/atro,
ALOT,AstroNova Inc,15.9999,$118.82M,1983,Technology,Computer peripheral equipment,http//www.nasdaq.com/symbol/alot,
ASTC,Astrotech Corporation,1.53,$31.59M,na,Capital Goods,Military/Government/Technical,http//www.nasdaq.com/symbol/astc,
ASUR,Asure Software Inc,4.98,$31.33M,na,Technology,EDP Services,http//www.nasdaq.com/symbol/asur,
ATAI,ATA Inc.,4.27,$97.9M,2008,Consumer Services,Other Consumer Services,http//www.nasdaq.com/symbol/atai,
ATRA,Atara Biotherapeutics Inc,22.35,$643.93M,2014,Health Care,Biotechnology Biological Products (No Diagnostic Substances),http//www.nasdaq.com/symbol/atra,
ATHN,athenahealth Inc,123.01,$4.84B,2007,Miscellaneous,Business Services,http//www.nasdaq.com/symbol/athn,
ATHX,Athersys Inc,1.98,$168.26M,na,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/athx,
AAPC,Atlantic Alliance Partnership Corp.,10.5,$109.07M,2015,Consumer Services,Services-Misc. Amusement & Recreation,http//www.nasdaq.com/symbol/aapc,
AAME,Atlantic American Corporation,3.75,$76.78M,na,Finance,Life Insurance,http//www.nasdaq.com/symbol/aame,
ACBI,Atlantic Capital Bancshares Inc,15.44,$383.51M,na,Finance,Major Banks,http//www.nasdaq.com/symbol/acbi,
ACFC,Atlantic Coast Financial Corporation,6.0002,$93.06M,na,Finance,Savings Institutions,http//www.nasdaq.com/symbol/acfc,
ABY,Atlantica Yield plc,19.26,$1.93B,2014,Public Utilities,Electric Utilities Central,http//www.nasdaq.com/symbol/aby,
ATLC,Atlanticus Holdings Corporation,2.95,$45.23M,1995,Finance,Finance Consumer Services,http//www.nasdaq.com/symbol/atlc,
AAWW,Atlas Air Worldwide Holdings,35.06,$870.55M,na,Transportation,Transportation Services,http//www.nasdaq.com/symbol/aaww,
AFH,Atlas Financial Holdings Inc,16.49,$198.26M,2013,Finance,Property-Casualty Insurers,http//www.nasdaq.com/symbol/afh,
TEAM,Atlassian Corporation Plc,29.95,$6.39B,2015,Technology,Computer Software Prepackaged Software,http//www.nasdaq.com/symbol/team,
ATNI,ATN International Inc,63.4,$1.02B,na,Public Utilities,Telecommunications Equipment,http//www.nasdaq.com/symbol/atni,
ATMR,Atomera Incorporated,8.1,$91.72M,2016,Technology,Semiconductors,http//www.nasdaq.com/symbol/atmr,
ATOS,Atossa Genetics Inc.,0.247,$9.77M,2012,Health Care,Medical_Dental Instruments,http//www.nasdaq.com/symbol/atos,
ATRC,AtriCure Inc,15.72,$521.95M,2005,Health Care,Medical_Dental Instruments,http//www.nasdaq.com/symbol/atrc,
ATRI,ATRION Corporation,446.57,$814.67M,na,Health Care,Medical_Dental Instruments,http//www.nasdaq.com/symbol/atri,
ATTU,Attunity Ltd.,8.485,$141.12M,na,Technology,Computer Software Prepackaged Software,http//www.nasdaq.com/symbol/attu,
LIFE,aTyr Pharma Inc,3.52,$83.49M,2015,Health Care,Biotechnology Biological Products (No Diagnostic Substances),http//www.nasdaq.com/symbol/life,
AUBN,Auburn National Bancorporation Inc,28.55,$104.02M,na,Finance,Major Banks,http//www.nasdaq.com/symbol/aubn,
BOLD,Audentes Therapeutics Inc,14.51,$305.01M,2016,Health Care,Biotechnology Biological Products (No Diagnostic Substances),http//www.nasdaq.com/symbol/bold,
AUDC,AudioCodes Ltd.,4.47,$169.15M,1999,Public Utilities,Telecommunications Equipment,http//www.nasdaq.com/symbol/audc,
AUPH,Aurinia Pharmaceuticals Inc,2.31,$81.51M,na,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/auph,
EARS,Auris Medical Holding AG,3.84,$131.83M,2014,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/ears,
ABTL,Autobytel Inc.,17.09,$184.32M,1999,Technology,Computer Software Programming Data Processing,http//www.nasdaq.com/symbol/abtl,
ADSK,Autodesk Inc,62.65,$14.07B,na,Technology,Computer Software Prepackaged Software,http//www.nasdaq.com/symbol/adsk,
AGMX,AutoGenomics Inc,na,na,na,na,na,http//www.nasdaq.com/symbol/agmx,
ADP,Automatic Data Processing Inc,89.56,$40.86B,na,Technology,EDP Services,http//www.nasdaq.com/symbol/adp,
AVEO,AVEO Pharmaceuticals Inc,0.98,$74.34M,2010,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/aveo,
AVXS,AveXis Inc,41.66,$958.76M,2016,Health Care,Biotechnology Biological Products (No Diagnostic Substances),http//www.nasdaq.com/symbol/avxs,
AVNW,Aviat Networks Inc,8.06,$3.53M,na,Technology,Radio And Television Broadcasting And Communications Equipment,http//www.nasdaq.com/symbol/avnw,
AVID,Avid Technology Inc,9.15,$364.36M,1993,Miscellaneous,Industrial Machinery/Components,http//www.nasdaq.com/symbol/avid,
AVGR,Avinger Inc,4.13,$53.04M,2015,Health Care,Medical_Dental Instruments,http//www.nasdaq.com/symbol/avgr,
AVIR,Aviragen Therapeutics Inc,1.34,$51.78M,na,Health Care,Biotechnology Biological Products (No Diagnostic Substances),http//www.nasdaq.com/symbol/avir,
CAR,Avis Budget Group Inc,36.5,$3.31B,na,Consumer Services,Rental/Leasing Companies,http//www.nasdaq.com/symbol/car,
AWRE,Aware Inc,5.06,$116.26M,1996,Technology,Computer Software Prepackaged Software,http//www.nasdaq.com/symbol/awre,
ACLS,Axcelis Technologies Inc,11.75,$342.61M,2000,Technology,Industrial Machinery/Components,http//www.nasdaq.com/symbol/acls,
AXGN,AxoGen Inc,8.76,$263.96M,na,Health Care,Biotechnology Electromedical & Electrotherapeutic Apparatus,http//www.nasdaq.com/symbol/axgn,
AXSM,Axsome Therapeutics Inc,7.32,$140.17M,2015,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/axsm,
AXTI,AXT Inc,3.86,$125.03M,1998,Technology,Semiconductors,http//www.nasdaq.com/symbol/axti,
AZRX,AzurRx BioPharma Inc,na,na,na,na,na,http//www.nasdaq.com/symbol/azrx,
BCOM,B Communications Ltd.,23.66,$707.17M,na,Consumer Services,Telecommunications Equipment,http//www.nasdaq.com/symbol/bcom,
BEAV,B/E Aerospace Inc,47.82,$4.86B,1990,Consumer Durables,Industrial Specialties,http//www.nasdaq.com/symbol/beav,
BIDU,Baidu Inc,173.3,$60.07B,2005,Technology,Computer Software Programming Data Processing,http//www.nasdaq.com/symbol/bidu,
BCPC,Balchem Corporation,66.88,$2.12B,na,Basic Industries,Major Chemicals,http//www.nasdaq.com/symbol/bcpc,
BWINA,Baldwin & Lyons Inc,24.8206,$374.39M,na,Finance,Property-Casualty Insurers,http//www.nasdaq.com/symbol/bwina,
BWINB,Baldwin & Lyons Inc,26.47,$399.27M,na,Finance,Property-Casualty Insurers,http//www.nasdaq.com/symbol/bwinb,
BLDP,Ballard Power Systems Inc,1.96,$307.5M,na,Energy,Industrial Machinery/Components,http//www.nasdaq.com/symbol/bldp,
BANF,BancFirst Corporation,66.9,$1.04B,1993,Finance,Major Banks,http//www.nasdaq.com/symbol/banf,
BANFP,BancFirst Corporation,28.55,$28.55M,na,Finance,Major Banks,http//www.nasdaq.com/symbol/banfp,
BKMU,Bank Mutual Corporation,7.58,$345.57M,na,Finance,Savings Institutions,http//www.nasdaq.com/symbol/bkmu,
BOCH,Bank of Commerce Holdings (CA),6.68,$89.78M,na,Finance,Major Banks,http//www.nasdaq.com/symbol/boch,
BMRC,Bank of Marin Bancorp,48.9,$299.41M,na,Finance,Major Banks,http//www.nasdaq.com/symbol/bmrc,
BKSC,Bank of South Carolina Corp.,17.365,$85.82M,na,Finance,Major Banks,http//www.nasdaq.com/symbol/bksc,
BOTJ,Bank of the James Financial Group Inc,12.82,$56.13M,na,Finance,Major Banks,http//www.nasdaq.com/symbol/botj,
OZRK,Bank of the Ozarks,37.79,$4.58B,1997,Finance,Major Banks,http//www.nasdaq.com/symbol/ozrk,
BFIN,BankFinancial Corporation,12.3,$240.37M,na,Finance,Savings Institutions,http//www.nasdaq.com/symbol/bfin,
BWFG,Bankwell Financial Group Inc,22.06,$166.61M,2014,Finance,Major Banks,http//www.nasdaq.com/symbol/bwfg,
BANR,Banner Corporation,42.44,$1.46B,na,Finance,Major Banks,http//www.nasdaq.com/symbol/banr,
BZUN,Baozun Inc.,9.6,$476.97M,2015,Consumer Services,Catalog/Specialty Distribution,http//www.nasdaq.com/symbol/bzun,
DFVL,Barclays PLC,73.57,$5.22M,na,Finance,Commercial Banks,http//www.nasdaq.com/symbol/dfvl,
DFVS,Barclays PLC,24.3089,$1.75M,na,Finance,Commercial Banks,http//www.nasdaq.com/symbol/dfvs,
DLBL,Barclays PLC,81.65,$5.79M,na,Finance,Commercial Banks,http//www.nasdaq.com/symbol/dlbl,
DLBS,Barclays PLC,12.4599,$14.66M,na,Finance,Commercial Banks,http//www.nasdaq.com/symbol/dlbs,
DTUL,Barclays PLC,67.98,$4.01M,na,Finance,Commercial Banks,http//www.nasdaq.com/symbol/dtul,
DTUS,Barclays PLC,28.745,$7.72M,na,Finance,Commercial Banks,http//www.nasdaq.com/symbol/dtus,
DTYL,Barclays PLC,82.71,$5.69M,na,Finance,Commercial Banks,http//www.nasdaq.com/symbol/dtyl,
DTYS,Barclays PLC,12.21,$38.49M,na,Finance,Commercial Banks,http//www.nasdaq.com/symbol/dtys,
FLAT,Barclays PLC,64.13,$3.56M,na,Finance,Commercial Banks,http//www.nasdaq.com/symbol/flat,
STPP,Barclays PLC,30.61,$3.46M,na,Finance,Commercial Banks,http//www.nasdaq.com/symbol/stpp,
TAPR,Barclays PLC,17.1761,$11.34M,na,Finance,Commercial Banks,http//www.nasdaq.com/symbol/tapr,
BHAC,Barington/Hilco Acquisition Corp.,10.07,$57.01M,2015,Finance,Business Services,http//www.nasdaq.com/symbol/bhac,
BHACR,Barington/Hilco Acquisition Corp.,0.22,na,2015,Finance,Business Services,http//www.nasdaq.com/symbol/bhacr,
BHACU,Barington/Hilco Acquisition Corp.,10.35,na,2015,Finance,Business Services,http//www.nasdaq.com/symbol/bhacu,
BHACW,Barington/Hilco Acquisition Corp.,0.1,na,2015,Finance,Business Services,http//www.nasdaq.com/symbol/bhacw,
BBSI,Barrett Business Services Inc,46.16,$334.37M,1993,Technology,Professional Services,http//www.nasdaq.com/symbol/bbsi,
BSET,Bassett Furniture Industries Incorporated,25.29,$275.79M,na,Consumer Durables,Home Furnishings,http//www.nasdaq.com/symbol/bset,
BYBK,Bay Bancorp Inc,5.26,$57.59M,na,Finance,Major Banks,http//www.nasdaq.com/symbol/bybk,
BV,Bazaarvoice Inc,4.12,$338.2M,2012,Technology,Computer Software Prepackaged Software,http//www.nasdaq.com/symbol/bv,
BCBP,BCB Bancorp Inc (NJ),10.69,$120.13M,2005,Finance,Savings Institutions,http//www.nasdaq.com/symbol/bcbp,
BECN,Beacon Roofing Supply Inc,46.67,$2.79B,2004,Consumer Services,RETAIL Building Materials,http//www.nasdaq.com/symbol/becn,
BSF,Bear State Financial Inc,9.23,$346.97M,na,Finance,Major Banks,http//www.nasdaq.com/symbol/bsf,
BBGI,Beasley Broadcast Group Inc,5.22,$121.71M,2000,Consumer Services,Broadcasting,http//www.nasdaq.com/symbol/bbgi,
BEBE,bebe stores Inc.,0.815,$65.23M,1998,Consumer Non-Durables,Apparel,http//www.nasdaq.com/symbol/bebe,
BBBY,Bed Bath & Beyond Inc.,45.85,$7.08B,1992,Consumer Services,Home Furnishings,http//www.nasdaq.com/symbol/bbby,
BGNE,BeiGeneLtd,29.36,$966.44M,2016,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/bgne,
BELFA,Bel Fuse Inc.,17.3701,$207.37M,na,Capital Goods,Electrical Products,http//www.nasdaq.com/symbol/belfa,
BELFB,Bel Fuse Inc.,20.45,$244.14M,na,Capital Goods,Electrical Products,http//www.nasdaq.com/symbol/belfb,
BLPH,Bellerophon Therapeutics Inc,1.57,$22.92M,2015,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/blph,
BLCM,Bellicum Pharmaceuticals Inc,19.72,$533.4M,2014,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/blcm,
BNCL,Beneficial Bancorp Inc,14.53,$1.12B,na,Finance,Savings Institutions,http//www.nasdaq.com/symbol/bncl,
BNFT,Benefitfocus Inc,40.9,$1.21B,2013,Technology,Computer Software Prepackaged Software,http//www.nasdaq.com/symbol/bnft,
BNTC,Benitec Biopharma Limited,1.9101,$13.99M,2015,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/bntc,
BNTCW,Benitec Biopharma Limited,0.47,na,2015,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/bntcw,
BGCP,BGC Partners Inc,8.77,$2.43B,na,Finance,Investment Bankers/Brokers/Service,http//www.nasdaq.com/symbol/bgcp,
BGFV,Big 5 Sporting Goods Corporation,13.06,$287.64M,2002,Consumer Services,Other Specialty Stores,http//www.nasdaq.com/symbol/bgfv,
ORPN,Bio Blast Pharma Ltd.,1.76,$25.05M,2014,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/orpn,
BASI,Bioanalytical Systems Inc,1.34,$10.86M,1997,Health Care,Biotechnology Commercial Physical & Biological Resarch,http//www.nasdaq.com/symbol/basi,
BIOC,Biocept Inc,0.5317,$13.39M,2014,Health Care,Medical Specialities,http//www.nasdaq.com/symbol/bioc,
BCRX,BioCryst Pharmaceuticals Inc,4.37,$322.07M,1994,Health Care,Biotechnology Biological Products (No Diagnostic Substances),http//www.nasdaq.com/symbol/bcrx,
BIOD,Biodel Inc.,0.3901,$25.02M,2007,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/biod,
BDSI,BioDelivery Sciences International Inc,2.85,$152.87M,na,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/bdsi,
BIIB,Biogen Inc.,313.42,$68.68B,na,Health Care,Biotechnology Biological Products (No Diagnostic Substances),http//www.nasdaq.com/symbol/biib,
BIOL,Biolase Inc,1.36,$79.23M,na,Health Care,Medical_Dental Instruments,http//www.nasdaq.com/symbol/biol,
BLFS,BioLife Solutions Inc,1.92,$24.74M,na,Health Care,Biotechnology Electromedical & Electrotherapeutic Apparatus,http//www.nasdaq.com/symbol/blfs,
BOLT,BioLight Life Sciences Ltd.,na,na,na,na,na,http//www.nasdaq.com/symbol/bolt,
BLRX,BioLineRx Ltd.,0.8903,$50.23M,na,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/blrx,
BMRN,BioMarin Pharmaceutical Inc.,91.74,$15B,1999,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/bmrn,
BVXV,BiondVax Pharmaceuticals Ltd.,3.42,$11.55M,2015,Health Care,Biotechnology Biological Products (No Diagnostic Substances),http//www.nasdaq.com/symbol/bvxv,
BVXVW,BiondVax Pharmaceuticals Ltd.,0.371,na,2015,Health Care,Biotechnology Biological Products (No Diagnostic Substances),http//www.nasdaq.com/symbol/bvxvw,
BPTH,Bio-Path Holdings Inc,1.68,$160.68M,na,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/bpth,
BIOS,BioScrip Inc,2.8,$318.86M,na,Health Care,Medical_Nursing Services,http//www.nasdaq.com/symbol/bios,
BBC,BioShares Biotechnology Clinical Trials Fund,20.68,$22.75M,na,na,na,http//www.nasdaq.com/symbol/bbc,
BBP,BioShares Biotechnology Products Fund,30.73,$27.66M,na,na,na,http//www.nasdaq.com/symbol/bbp,
BSTC,BioSpecifics Technologies Corp,38.91,$272.85M,na,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/bstc,
BSTG,Biostage Inc,1.08,$18.48M,na,Health Care,Medical_Dental Instruments,http//www.nasdaq.com/symbol/bstg,
BSPM,Biostar Pharmaceuticals Inc,4.36,$9.64M,na,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/bspm,
TECH,Bio-Techne Corp,110.33,$4.11B,na,Health Care,Biotechnology Biological Products (No Diagnostic Substances),http//www.nasdaq.com/symbol/tech,
BEAT,BioTelemetry Inc,20.95,$587.13M,2008,Health Care,Medical_Dental Instruments,http//www.nasdaq.com/symbol/beat,
BIOV,Bioventus Inc.,na,na,na,na,na,http//www.nasdaq.com/symbol/biov,
BJRI,BJ's Restaurants Inc,40.75,$985.08M,na,Consumer Services,Restaurants,http//www.nasdaq.com/symbol/bjri,
BBOX,Black Box Corporation,13.36,$202.38M,na,Technology,Computer Communications Equipment,http//www.nasdaq.com/symbol/bbox,
BDE,Black Diamond Inc,4.57,$137.39M,na,Consumer Non-Durables,Recreational Products/Toys,http//www.nasdaq.com/symbol/bde,
