Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote,
CQH,Cheniere Energy Partners LP Holdings LLC,20.93,$4.85B,2013,Public Utilities,Oil/Gas Transmission,http//www.nasdaq.com/symbol/cqh,
CQP,Cheniere Energy Partners LP,28.26,$9.55B,2007,Public Utilities,Oil/Gas Transmission,http//www.nasdaq.com/symbol/cqp,
LNG,Cheniere Energy Inc,44.21,$10.42B,na,Public Utilities,Oil/Gas Transmission,http//www.nasdaq.com/symbol/lng,
CVR,Chicago Rivet & Machine Co.,28.77,$27.8M,na,Technology,Industrial Machinery/Components,http//www.nasdaq.com/symbol/cvr,
CNR,China Metro-Rural Holdings Limited,1.01,$74.28M,na,Finance,Real Estate,http//www.nasdaq.com/symbol/cnr,
CPHI,China Pharma Holdings Inc,0.276,$12.03M,na,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/cphi,
CKX,CKX Lands Inc,11.5,$22.34M,na,Energy,Oil & Gas Production,http//www.nasdaq.com/symbol/ckx,
GLV,Clough Global Dividend and Income Fund,12.18,$126.58M,2004,na,na,http//www.nasdaq.com/symbol/glv,
GLQ,Clough Global Equity Fund,11.47,$202.48M,2005,na,na,http//www.nasdaq.com/symbol/glq,
GLO,Clough Global Opportunities Fund,9.8,$505.43M,2006,na,na,http//www.nasdaq.com/symbol/glo,
MOC,Command Security Corporation,2.99,$29.28M,na,Consumer Services,Diversified Commercial Services,http//www.nasdaq.com/symbol/moc,
CIX,CompX International Inc.,11.68,$145.06M,1998,Capital Goods,Industrial Machinery/Components,http//www.nasdaq.com/symbol/cix,
LODE,Comstock Mining Inc,0.3694,$67.71M,na,Basic Industries,Precious Metals,http//www.nasdaq.com/symbol/lode,
CTO,Consolidated-Tomoka Land Co.,48.68,$282.17M,na,Finance,Real Estate,http//www.nasdaq.com/symbol/cto,
MCF,Contango Oil & Gas Company,9.99,$246.11M,na,Energy,Oil & Gas Production,http//www.nasdaq.com/symbol/mcf,
CUO,Continental Materials Corporation,19.9,$33.3M,na,Capital Goods,Building Materials,http//www.nasdaq.com/symbol/cuo,
CMT,Core Molding Technologies Inc,13.68,$106.59M,na,Consumer Non-Durables,Plastic Products,http//www.nasdaq.com/symbol/cmt,
CVRS,Corindus Vascular Robotics Inc,1.35,$160.57M,2015,Health Care,Medical_Dental Instruments,http//www.nasdaq.com/symbol/cvrs,
CRMD,CorMedix Inc,1.79,$68.62M,na,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/crmd,
CRF,Cornerstone Strategic Return Fund Inc (The),16.46,$126.1M,na,na,na,http//www.nasdaq.com/symbol/crf,
CLM,Cornerstone Strategic Value Fund Inc,16.68,$357.08M,1987,na,na,http//www.nasdaq.com/symbol/clm,
CVU,CPI Aerostructures Inc,6.7118,$57.88M,na,Capital Goods,Military/Government/Technical,http//www.nasdaq.com/symbol/cvu,
CIK,Credit Suisse Asset Management Income Fund Inc,3.09,$161.53M,na,na,na,http//www.nasdaq.com/symbol/cik,
DHY,Credit Suisse High Yield Bond Fund,2.59,$258.76M,1998,na,na,http//www.nasdaq.com/symbol/dhy,
CRHM,CRH Medical Corporation,3.72,$266.29M,2015,Health Care,Medical_Dental Instruments,http//www.nasdaq.com/symbol/crhm,
CRVP,Crystal Rock Holdings Inc,0.81,$17.3M,na,Consumer Non-Durables,Food Distributors,http//www.nasdaq.com/symbol/crvp,
DXR,Daxor Corporation,8,$30.82M,na,Health Care,Medical_Dental Instruments,http//www.nasdaq.com/symbol/dxr,
VCF,Delaware Investments Colorado Municipal Income Fund Inc,15.495,$74.95M,1993,na,na,http//www.nasdaq.com/symbol/vcf,
VFL,Delaware Investments Florida Insured Municipal Income Fund,14.6099,$66.16M,1993,na,na,http//www.nasdaq.com/symbol/vfl,
VMM,Delaware Investments Minnesota Municipal Income Fund II Inc,15.15,$174.3M,1993,na,na,http//www.nasdaq.com/symbol/vmm,
DLA,Delta Apparel Inc,19.04,$146.87M,na,Consumer Non-Durables,Apparel,http//www.nasdaq.com/symbol/dla,
DNN,Denison Mine Corp,0.5217,$278.36M,na,Basic Industries,Precious Metals,http//www.nasdaq.com/symbol/dnn,
DGSE,DGSE Companies Inc,0.97,$11.96M,na,Consumer Services,Consumer Specialties,http//www.nasdaq.com/symbol/dgse,
DPW,Digital Power Corporation,0.74,$5.01M,na,Capital Goods,Industrial Machinery/Components,http//www.nasdaq.com/symbol/dpw,
DSS,Document Security Systems Inc,0.1795,$9.31M,na,Consumer Durables,Containers/Packaging,http//www.nasdaq.com/symbol/dss,
DMF,Dreyfus Municipal Income Inc,9.93,$205.86M,1988,na,na,http//www.nasdaq.com/symbol/dmf,
GRF,Eagle Capital Growth Fund Inc,8.0795,$26.37M,na,na,na,http//www.nasdaq.com/symbol/grf,
ESTE,Earthstone Energy Inc,10.64,$237.16M,na,Energy,Oil & Gas Production,http//www.nasdaq.com/symbol/este,
EVM,Eaton Vance California Municipal Bond Fund,13.82,$295.63M,2002,na,na,http//www.nasdaq.com/symbol/evm,
EIA,Eaton Vance California Municipal Bond Fund II,13.9531,$54.22M,2002,na,na,http//www.nasdaq.com/symbol/eia,
CEV,Eaton Vance California Municipal Income Trust,14.01,$101.64M,1999,na,na,http//www.nasdaq.com/symbol/cev,
EVV,Eaton Vance Limited Duration Income Fund,13.8,$1.6B,2003,na,na,http//www.nasdaq.com/symbol/evv,
MAB,Eaton Vance Massachusetts Municipal Bond Fund,15.67,$27.71M,2002,na,na,http//www.nasdaq.com/symbol/mab,
MMV,Eaton Vance Massachusetts Municipal Income Trust,15.19,$41.58M,1999,na,na,http//www.nasdaq.com/symbol/mmv,
MIW,Eaton Vance Michigan Municipal Bond Fund,15.26,$22.89M,2002,na,na,http//www.nasdaq.com/symbol/miw,
EMI,Eaton Vance Michigan Municipal Income Trust,14.4201,$29.03M,1999,na,na,http//www.nasdaq.com/symbol/emi,
EIM,Eaton Vance Municipal Bond Fund,13.8635,$945.05M,2002,na,na,http//www.nasdaq.com/symbol/eim,
EIV,Eaton Vance Municipal Bond Fund II,13.72,$137.38M,2002,na,na,http//www.nasdaq.com/symbol/eiv,
EMJ,Eaton Vance New Jersey Municipal Bond Fund,14.72,$37.96M,2002,na,na,http//www.nasdaq.com/symbol/emj,
EVJ,Eaton Vance New Jersey Municipal Income Trust,13.79,$63.41M,1999,na,na,http//www.nasdaq.com/symbol/evj,
ENX,Eaton Vance New York Municipal Bond Fund,14.23,$222.82M,2002,na,na,http//www.nasdaq.com/symbol/enx,
NYH,Eaton Vance New York Municipal Bond Fund II,14.2,$36.3M,2002,na,na,http//www.nasdaq.com/symbol/nyh,
EVY,Eaton Vance New York Municipal Income Trust,15.36,$84.1M,1999,na,na,http//www.nasdaq.com/symbol/evy,
EIO,Eaton Vance Ohio Municipal Bond Fund,15.1505,$38.44M,2002,na,na,http//www.nasdaq.com/symbol/eio,
EVO,Eaton Vance Ohio Municipal Income Trust,15.6612,$44.75M,1999,na,na,http//www.nasdaq.com/symbol/evo,
EIP,Eaton Vance Pennsylvania Municipal Bond Fund,14.9,$44.1M,2002,na,na,http//www.nasdaq.com/symbol/eip,
EVP,Eaton Vance Pennsylvania Municipal Income Trust,13.43,$34.93M,1999,na,na,http//www.nasdaq.com/symbol/evp,
ELMD,Electromed Inc,4.2,$34.39M,2011,Health Care,Biotechnology Electromedical & Electrotherapeutic Apparatus,http//www.nasdaq.com/symbol/elmd,
ETAK,Elephant Talk Communications Corp.,0.1344,$22.05M,na,Technology,EDP Services,http//www.nasdaq.com/symbol/etak,
ELLO,Ellomay Capital Ltd.,9.32,$99.53M,na,Public Utilities,Electric Utilities Central,http//www.nasdaq.com/symbol/ello,
ECF,Ellsworth Growth and Income Fund Ltd.,8.39,$110M,1986,na,na,http//www.nasdaq.com/symbol/ecf,
EMAN,eMagin Corporation,2.67,$78.47M,na,Technology,Semiconductors,http//www.nasdaq.com/symbol/eman,
MSN,Emerson Radio Corporation,0.75,$20.35M,na,Consumer Non-Durables,Consumer Electronics/Appliances,http//www.nasdaq.com/symbol/msn,
UUUU,Energy Fuels Inc,2.42,$139.57M,na,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),http//www.nasdaq.com/symbol/uuuu,
ENRJ,EnerJex Resources Inc,0.332,$2.8M,na,Energy,Oil & Gas Production,http//www.nasdaq.com/symbol/enrj,
ENSV,ENSERVCO Corporation,0.63,$24.02M,na,Energy,Oilfield Services/Equipment,http//www.nasdaq.com/symbol/ensv,
ESNC,EnSync Inc,0.473,$22.55M,na,Public Utilities,Electric Utilities Central,http//www.nasdaq.com/symbol/esnc,
EGI,Entree Gold Inc,0.3051,$46.57M,na,Basic Industries,Precious Metals,http//www.nasdaq.com/symbol/egi,
EVI,EnviroStarm Inc,4.6901,$32.99M,na,Consumer Services,Other Consumer Services,http//www.nasdaq.com/symbol/evi,
ERB,ERBA Diagnostics Inc,0.601,$26.5M,na,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/erb,
ERN,Erin Energy Corp.,2.57,$546.24M,na,Energy,Oil & Gas Production,http//www.nasdaq.com/symbol/ern,
ESP,Espey Mfg. & Electronics Corp.,26.1001,$61.72M,na,Capital Goods,Industrial Machinery/Components,http//www.nasdaq.com/symbol/esp,
EMXX,Eurasian Minerals Inc.,1.37,$101.31M,na,Basic Industries,Precious Metals,http//www.nasdaq.com/symbol/emxx,
EVBN,Evans Bancorp Inc,25.73,$110.3M,na,Finance,Major Banks,http//www.nasdaq.com/symbol/evbn,
EPM,Evolution Petroleum Corporation Inc,5.44,$179.02M,na,Energy,Oil & Gas Production,http//www.nasdaq.com/symbol/epm,
XRA,Exeter Resource Corporation,1.37,$121.17M,na,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),http//www.nasdaq.com/symbol/xra,
FPP,FieldPoint Petroleum Corporation,0.87,$7.73M,na,Energy,Oil & Gas Production,http//www.nasdaq.com/symbol/fpp,
FEN,First Trust Energy Income and Growth Fund,25.98,$502.85M,2004,na,na,http//www.nasdaq.com/symbol/fen,
BDL,Flanigan's Enterprises Inc,23.87,$44.37M,na,Consumer Services,Restaurants,http//www.nasdaq.com/symbol/bdl,
FSI,Flexible Solutions International Inc.,1.54,$17.61M,na,Basic Industries,Major Chemicals,http//www.nasdaq.com/symbol/fsi,
FTF,Franklin Limited Duration Income Trust,12,$322.03M,2003,na,na,http//www.nasdaq.com/symbol/ftf,
FSP,Franklin Street Properties Corp.,12.53,$1.26B,na,Consumer Services,Real Estate Investment Trusts,http//www.nasdaq.com/symbol/fsp,
FRD,Friedman Industries Inc.,5.76,$39.16M,na,Capital Goods,Steel/Iron Ore,http//www.nasdaq.com/symbol/frd,
GGN,GAMCO Global Gold Natural Reources & Income Trust,6.86,$772.75M,2005,na,na,http//www.nasdaq.com/symbol/ggn,
EGAS,Gas Natural Inc.,7.39,$77.71M,na,Public Utilities,Oil/Gas Transmission,http//www.nasdaq.com/symbol/egas,
GST,Gastar Exploration Inc.,0.899,$118.42M,na,Energy,Oil & Gas Production,http//www.nasdaq.com/symbol/gst,
JOB,GEE Group Inc.,5.51,$51.68M,na,Technology,Diversified Commercial Services,http//www.nasdaq.com/symbol/job,
GMO,General Moly Inc,0.317,$28.83M,na,Basic Industries,Precious Metals,http//www.nasdaq.com/symbol/gmo,
GIG,GigPeak Inc,2,$134.92M,na,Technology,Semiconductors,http//www.nasdaq.com/symbol/gig,
GSB,GlobalSCAPE Inc,3.52,$74.57M,na,Technology,Computer Software Prepackaged Software,http//www.nasdaq.com/symbol/gsb,
GSAT,Globalstar Inc,1.16,$1.25B,2006,Consumer Services,Telecommunications Equipment,http//www.nasdaq.com/symbol/gsat,
GLOW,Glowpoint Inc,0.33,$11.83M,na,Public Utilities,Telecommunications Equipment,http//www.nasdaq.com/symbol/glow,
GORO,Gold Resource Corporation,6.44,$349.48M,na,Basic Industries,Precious Metals,http//www.nasdaq.com/symbol/goro,
GSV,Gold Standard Ventures Corporation,2.81,$583.85M,na,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),http//www.nasdaq.com/symbol/gsv,
AUMN,Golden Minerals Company,0.8275,$70.08M,na,Basic Industries,Precious Metals,http//www.nasdaq.com/symbol/aumn,
GSS,Golden Star Resources Ltd,0.75,$246.53M,na,Basic Industries,Precious Metals,http//www.nasdaq.com/symbol/gss,
GV,Goldfield Corporation (The),2.96,$75.34M,na,Basic Industries,Water Supply,http//www.nasdaq.com/symbol/gv,
GRC,Gorman-Rupp Company (The),27.12,$707.59M,na,Capital Goods,Fluid Controls,http//www.nasdaq.com/symbol/grc,
GTE,Gran Tierra Energy Inc.,3.03,$872.53M,na,Energy,Oil & Gas Production,http//www.nasdaq.com/symbol/gte,
GPL,Great Panther Silver Limited,1.47,$240.27M,na,Basic Industries,Precious Metals,http//www.nasdaq.com/symbol/gpl,
SIM,Grupo Simec S.A. de C.V.,8.93,$1.48B,1993,Basic Industries,Steel/Iron Ore,http//www.nasdaq.com/symbol/sim,
GVP,GSE Systems Inc,2.3,$41.47M,na,Technology,Computer Software Prepackaged Software,http//www.nasdaq.com/symbol/gvp,
HCHC,HC2 Holdings Inc,4.4,$155.92M,na,Public Utilities,Telecommunications Equipment,http//www.nasdaq.com/symbol/hchc,
HEB,Hemispherx BioPharma Inc,0.1595,$39.54M,na,Health Care,Biotechnology Biological Products (No Diagnostic Substances),http//www.nasdaq.com/symbol/heb,
HMG,HMG/Courtland Properties Inc,10.46,$10.83M,na,Consumer Services,Real Estate Investment Trusts,http//www.nasdaq.com/symbol/hmg,
HH,Hooper Holmes Inc,1.68,$14.36M,na,Health Care,Hospital/Nursing Management,http//www.nasdaq.com/symbol/hh,
HUSA,Houston American Energy Corporation,0.21,$10.81M,na,Energy,Oil & Gas Production,http//www.nasdaq.com/symbol/husa,
IBIO,iBio Inc,0.65,$57.92M,na,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/ibio,
IBO,IBO (Listing Market - NYSE Amex Network B F),153.82,na,na,na,na,http//www.nasdaq.com/symbol/ibo,
IDI,IDI Inc,5.07,$256.83M,na,Consumer Services,Advertising,http//www.nasdaq.com/symbol/idi,
IEC,IEC Electronics Corp.,5.25,$53.94M,na,Technology,Electrical Products,http//www.nasdaq.com/symbol/iec,
IMUC,ImmunoCellular TherapeuticsLtd,0.124,$11.56M,na,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/imuc,
IMH,Impac Mortgage Holdings Inc,16.06,$201.26M,1997,Consumer Services,Real Estate Investment Trusts,http//www.nasdaq.com/symbol/imh,
IMO,Imperial Oil Limited,31.64,$26.82B,na,Energy,Integrated oil Companies,http//www.nasdaq.com/symbol/imo,
IOT,Income Opportunity Realty Investors Inc,7.3476,$30.63M,na,Consumer Services,Real Estate Investment Trusts,http//www.nasdaq.com/symbol/iot,
IRT,Independence Realty Trust Inc,9.55,$453.4M,2013,Consumer Services,Real Estate Investment Trusts,http//www.nasdaq.com/symbol/irt,
IGC,India Globalization Capital Inc.,0.4901,$11.44M,na,Consumer Non-Durables,Electronic Components,http//www.nasdaq.com/symbol/igc,
INFU,InfuSystems Holdings Inc,2.76,$62.47M,na,Health Care,Medical_Dental Instruments,http//www.nasdaq.com/symbol/infu,
IHT,InnSuites Hospitality Trust,2.35,$21.97M,na,Consumer Services,Real Estate Investment Trusts,http//www.nasdaq.com/symbol/iht,
NSPR,InspireMD Inc,0.167,$4.99M,na,Health Care,Medical_Dental Instruments,http//www.nasdaq.com/symbol/nspr,
IFMI,Institutional Financial Markets Inc,1.33,$16.1M,na,Finance,Investment Bankers/Brokers/Service,http//www.nasdaq.com/symbol/ifmi,
IDN,Intellicheck Mobilisa Inc,1.66,$16.92M,1999,Technology,Computer Software Prepackaged Software,http//www.nasdaq.com/symbol/idn,
INS,Intelligent Systems Corporation,3.62,$31.61M,1992,Capital Goods,Metal Fabrications,http//www.nasdaq.com/symbol/ins,
THM,International Tower Hill Mines Ltd,1.2,$139.62M,na,Basic Industries,Precious Metals,http//www.nasdaq.com/symbol/thm,
INTT,inTest Corporation,4.01,$41.66M,1997,Capital Goods,Electrical Products,http//www.nasdaq.com/symbol/intt,
INUV,Inuvo Inc,1.27,$31.33M,na,Consumer Services,Advertising,http//www.nasdaq.com/symbol/inuv,
